name,time (ms),programs enumerated,solution,size,size (raw)
mutating/leetcode/leetcode-setdelete.sy,87,12986,benchmark_leetcode_setdelete_1.java,5,5
mutating/leetcode/leetcode-setdelete.sy,104,15422,benchmark_leetcode_setdelete_2.java,5,5
mutating/leetcode/leetcode-setdelete.sy,55,7970,benchmark_leetcode_setdelete_3.java,5,5
mutating/leetcode/leetcode-setdelete.sy,58,8402,benchmark_leetcode_setdelete_4.java,5,5
mutating/leetcode/leetcode-arraypermutations-mut.sy,38,6622,benchmark_leetcode_arraypermutations_mut_0.java,6,6
mutating/leetcode/leetcode-arraypermutations-mut.sy,37,6684,benchmark_leetcode_arraypermutations_mut_1.java,6,6
mutating/leetcode/leetcode-arraypermutations-mut.sy,26,4898,benchmark_leetcode_arraypermutations_mut_2.java,6,6
mutating/leetcode/leetcode-arraypermutations-mut.sy,85,13842,benchmark_leetcode_arraypermutations_mut_3.java,6,6
mutating/leetcode/leetcode-arraypermutations-mut.sy,40,7276,benchmark_leetcode_arraypermutations_mut_4.java,6,6
mutating/leetcode/leetcode-arraysum.sy,5476,805159,benchmark_leetcode_arraysum_0.java,12,12
mutating/leetcode/leetcode-arraysum.sy,6981,1062150,benchmark_leetcode_arraysum_1.java,12,12
mutating/leetcode/leetcode-arraysum.sy,9442,1474981,benchmark_leetcode_arraysum_2.java,14,14
mutating/leetcode/leetcode-arraysum.sy,6263,963143,benchmark_leetcode_arraysum_3.java,15,16
mutating/leetcode/leetcode-arraysum.sy,9761,1491226,benchmark_leetcode_arraysum_4.java,17,17
mutating/stateCopies/ArrayCounter-mustmut.sy,1204593,517397885,benchmark_ArrayCounter_mustmut_0.java,20,20
mutating/stateCopies/ArrayCounter-mustmut.sy,1298400,542664648,benchmark_ArrayCounter_mustmut_1.java,13,13
mutating/stateCopies/ArrayCounter-mustmut.sy,610901,225095216,benchmark_ArrayCounter_mustmut_2.java,13,15
mutating/stateCopies/ArrayCounter-mustmut.sy,232675,69137269,benchmark_ArrayCounter_mustmut_3.java,13,13
mutating/stateCopies/ArrayCounter-mustmut.sy,288726,72601143,benchmark_ArrayCounter_mustmut_4.java,13,13
mutating/stateCopies/SortArrayGivenSwap-mustmut.sy,0,1,benchmark_SortArrayGivenSwap_mustmut_0.java,5,5
mutating/stateCopies/SortArrayGivenSwap-mustmut.sy,0,9,benchmark_SortArrayGivenSwap_mustmut_1.java,2,2
mutating/stateCopies/SortArrayGivenSwap-mustmut.sy,0,47,benchmark_SortArrayGivenSwap_mustmut_2.java,2,2
mutating/stateCopies/SortArrayGivenSwap-mustmut.sy,0,30,benchmark_SortArrayGivenSwap_mustmut_3.java,2,2
mutating/stateCopies/SortArrayGivenSwap-mustmut.sy,0,8,benchmark_SortArrayGivenSwap_mustmut_4.java,2,2
mutating/stateCopies/leetcode-arraypermutations-mustmut.sy,414,88896,benchmark_leetcode_arraypermutations_mustmut_0.java,6,6
mutating/stateCopies/leetcode-arraypermutations-mustmut.sy,400,78225,benchmark_leetcode_arraypermutations_mustmut_1.java,6,8
mutating/stateCopies/leetcode-arraypermutations-mustmut.sy,280,50286,benchmark_leetcode_arraypermutations_mustmut_2.java,6,8
mutating/stateCopies/leetcode-arraypermutations-mustmut.sy,467,90621,benchmark_leetcode_arraypermutations_mustmut_3.java,6,8
mutating/stateCopies/leetcode-arraypermutations-mustmut.sy,887,171305,benchmark_leetcode_arraypermutations_mustmut_4.java,6,8
mutating/stateCopies/MaxAndMin-keepAllElems.sy,3599999,1838472520,Timeout,,
mutating/stateCopies/MaxAndMin-keepAllElems.sy,3599999,1838954245,Timeout,,
mutating/stateCopies/MaxAndMin-keepAllElems.sy,3599999,1838265513,Timeout,,
mutating/stateCopies/MaxAndMin-keepAllElems.sy,3599999,1835822552,Timeout,,
mutating/stateCopies/MaxAndMin-keepAllElems.sy,3599999,1836244494,Timeout,,
mutating/stateCopies/RemoveMax.sy,3599999,475158095,Timeout,,
mutating/stateCopies/RemoveMax.sy,3599999,540135348,Timeout,,
mutating/stateCopies/RemoveMax.sy,3599999,502310467,Timeout,,
mutating/stateCopies/RemoveMax.sy,3599999,572837274,Timeout,,
mutating/stateCopies/RemoveMax.sy,3599999,459035154,Timeout,,
mutating/Frangel/IsIncreasing.sy,42,6500,benchmark_IsIncreasing_0.java,6,8
mutating/Frangel/IsIncreasing.sy,6,964,benchmark_IsIncreasing_1.java,6,6
mutating/Frangel/IsIncreasing.sy,47,8419,benchmark_IsIncreasing_2.java,6,8
mutating/Frangel/IsIncreasing.sy,73,14595,benchmark_IsIncreasing_3.java,6,8
mutating/Frangel/IsIncreasing.sy,20,3953,benchmark_IsIncreasing_4.java,6,6
mutating/Frangel/IsAllPositive.sy,475,94196,benchmark_IsAllPositive_0.java,8,10
mutating/Frangel/IsAllPositive.sy,3931,880746,benchmark_IsAllPositive_1.java,8,8
mutating/Frangel/IsAllPositive.sy,1164,233812,benchmark_IsAllPositive_2.java,10,10
mutating/Frangel/IsAllPositive.sy,616,124993,benchmark_IsAllPositive_3.java,9,13
mutating/Frangel/IsAllPositive.sy,669,136192,benchmark_IsAllPositive_4.java,8,8
seq.sy,4,771,benchmark_seq_0.java,4,4
seq.sy,1,65,benchmark_seq_1.java,7,7
seq.sy,4,712,benchmark_seq_2.java,6,6
seq.sy,1,143,benchmark_seq_3.java,6,6
seq.sy,1,107,benchmark_seq_4.java,4,4
elasticsearch_split.sy,77485,13009159,benchmark_elasticsearch_split_0.java,14,15
elasticsearch_split.sy,351777,62262642,benchmark_elasticsearch_split_1.java,14,16
elasticsearch_split.sy,380933,67766419,benchmark_elasticsearch_split_2.java,14,16
elasticsearch_split.sy,175162,30260544,benchmark_elasticsearch_split_3.java,15,16
elasticsearch_split.sy,72208,11226573,benchmark_elasticsearch_split_4.java,14,14
abcd.sy,3599998,1409899428,Timeout,,
abcd.sy,3599998,1417930684,Timeout,,
abcd.sy,3599998,1446773039,Timeout,,
abcd.sy,3599999,1456570330,Timeout,,
abcd.sy,3599999,1462200590,Timeout,,
x_y_mut_inc.sy,58928,22008546,benchmark_x_y_mut_inc_0.java,8,15
x_y_mut_inc.sy,126866,48692246,benchmark_x_y_mut_inc_1.java,8,11
x_y_mut_inc.sy,116720,44702283,benchmark_x_y_mut_inc_2.java,8,8
x_y_mut_inc.sy,331482,129219094,benchmark_x_y_mut_inc_3.java,7,9
x_y_mut_inc.sy,137857,53085203,benchmark_x_y_mut_inc_4.java,7,9
ab.sy,1,97,benchmark_ab_0.java,3,3
ab.sy,3,817,benchmark_ab_1.java,3,3
ab.sy,1,486,benchmark_ab_2.java,3,3
ab.sy,4,1607,benchmark_ab_3.java,3,3
ab.sy,4,1381,benchmark_ab_4.java,3,3
elasticsearch_mergePaths.sy,10,3107,benchmark_elasticsearch_mergePaths_0.java,5,5
elasticsearch_mergePaths.sy,13,4108,benchmark_elasticsearch_mergePaths_1.java,6,6
elasticsearch_mergePaths.sy,8,2443,benchmark_elasticsearch_mergePaths_2.java,5,5
elasticsearch_mergePaths.sy,57,19766,benchmark_elasticsearch_mergePaths_3.java,5,5
elasticsearch_mergePaths.sy,11,3457,benchmark_elasticsearch_mergePaths_4.java,5,5
abc.sy,206,74379,benchmark_abc_0.java,5,5
abc.sy,2,656,benchmark_abc_1.java,6,6
abc.sy,498,179650,benchmark_abc_2.java,5,5
abc.sy,311,112830,benchmark_abc_3.java,6,6
abc.sy,451,163148,benchmark_abc_4.java,5,5
