name,total_time,found,error,found.num_mutations,path,source,oop_category,side_effects,opcode_count,max_vm_usage,stats.Evaluated,stats.BankSize,stats.FoundContextCount,stats.MaxMutatingOpcodes,stats.MaxDepth,stats.MaxSize,string_literals,num_literals,iterations,expected,examples_count,var_count
seq,0.051066,"x.push(y), x",,1,tasks/benchmarks/new_ruse/simple/seq.sy,,Primitive Objects,With Side Effects,880,27.230208 MB,5485,1727,14,2,3,8,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 647604}, 'statistics': {'Evaluated': 6, 'BankSize': 6, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 37758301}, 'statistics': {'Evaluated': 509, 'BankSize': 45, 'FoundContextCount': 10, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 12156301}, 'statistics': {'Evaluated': 4976, 'BankSize': 1682, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 2, 'MaxDepth': 3, 'MaxSize': 8}}]","['x.push(y), x']",2,2
set-adddelete,0.05319,seen.add(s1).delete(s2[0]),,2,tasks/benchmarks/fromSobeq/must/sobeq-new/set-adddelete.sy,https://github.com/peleghila/sobeq/blob/main/benchmarks/must/sobeq-new/set-adddelete.sy,Primitive Objects,With Side Effects,881,27.594752 MB,7224,1446,23,2,3,9,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 504748}, 'statistics': {'Evaluated': 7, 'BankSize': 7, 'FoundContextCount': 5, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 44248247}, 'statistics': {'Evaluated': 719, 'BankSize': 89, 'FoundContextCount': 18, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 8138870}, 'statistics': {'Evaluated': 6505, 'BankSize': 1357, 'FoundContextCount': 5, 'MaxMutatingOpcodes': 2, 'MaxDepth': 3, 'MaxSize': 9}}]","['seen.add(s1).delete(s2)', 'seen.add(s2).delete(s1)', 'seen.add(s2), seen.delete(s1)', 'seen.add(s1), seen.delete(s2)']",3,3
abc,0.053439,a.slice(0) + (b + c),,0,tasks/benchmarks/fromFrangel/other/abc.sy,https://github.com/kensens/FrAngel/blob/master/src/frangel/benchmarks/other/ABC.java,Primitive,Without Side Effects,881,29.331456 MB,1864,266,26,1,3,9,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 357750}, 'statistics': {'Evaluated': 7, 'BankSize': 7, 'FoundContextCount': 5, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 51150223}, 'statistics': {'Evaluated': 839, 'BankSize': 113, 'FoundContextCount': 21, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 1611624}, 'statistics': {'Evaluated': 1025, 'BankSize': 153, 'FoundContextCount': 5, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 9}}]",['a + b + c'],1,3
exceljet4modified,0.055041,"_arg_0.split(""//"").pop()",,0,tasks/benchmarks/fromSobeq/may/probe/exceljet4modified.sy,https=//exceljet.net/formula/strip-protocol-and-trailing-slash-from-url,Primitive,Without Side Effects,880,28.38528 MB,2567,446,5,1,3,9,"[' ', '//', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 467124}, 'statistics': {'Evaluated': 6, 'BankSize': 6, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 50049189}, 'statistics': {'Evaluated': 512, 'BankSize': 62, 'FoundContextCount': 3, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 4208064}, 'statistics': {'Evaluated': 2055, 'BankSize': 384, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 9}}]","[""_arg_0.replace('//', '').slice(_arg_0.indexOf('//'))"", ""_arg_0.split('//')[1]""]",3,1
MoveFromAToB,0.056602,b.reverse().push(a.pop()),,2,tasks/benchmarks/fromSobeq/must/sobeq-new/MoveFromAToB.sy,https://github.com/peleghila/sobeq/blob/main/benchmarks/must/sobeq-new/MoveFromAToB.sy,Primitive Objects,With Side Effects,880,27.594752 MB,6965,1893,15,3,3,9,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 462001}, 'statistics': {'Evaluated': 6, 'BankSize': 6, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 43445237}, 'statistics': {'Evaluated': 463, 'BankSize': 55, 'FoundContextCount': 11, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 12410052}, 'statistics': {'Evaluated': 6502, 'BankSize': 1838, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 3, 'MaxDepth': 3, 'MaxSize': 9}}]",['b.push(a.pop())'],2,2
stackoverflow2modified,0.0584,"(_arg_0 + _arg_0).slice(0, _arg_0.lastIndexOf("" ""))",,0,tasks/benchmarks/fromSobeq/may/probe/stackoverflow2modified.sy,https=//stackoverflow.com/questions/26262269/how-to-find-all-the-strings-in-a-cell-that-contains-a-given-substring-in-excel,Primitive,Without Side Effects,879,28.38528 MB,9333,842,4,1,3,10,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 420022}, 'statistics': {'Evaluated': 5, 'BankSize': 5, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 44530966}, 'statistics': {'Evaluated': 315, 'BankSize': 34, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 13139622}, 'statistics': {'Evaluated': 9018, 'BankSize': 808, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 10}}]","[""_arg_0.slice(0, _arg_0.lastIndexOf(' '))"", ""_arg_0.split(' ').slice(0, _arg_0.split(' ').length-1).join(' ')"", ""_arg_0.split(' ').slice(0, -1).join(' ')""]",2,1
split-text-string-at-specific-charactermodified,0.058954,"_arg_0.split(""_"").at(1 - _arg_1)",,0,tasks/benchmarks/fromSobeq/may/probe/split-text-string-at-specific-charactermodified.sy,https=//exceljet.net/formula/split-text-string-at-specific-character,Primitive,Without Side Effects,881,28.790784 MB,13770,2898,11,1,3,9,"[' ', '_', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 472628}, 'statistics': {'Evaluated': 7, 'BankSize': 7, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 44216140}, 'statistics': {'Evaluated': 771, 'BankSize': 79, 'FoundContextCount': 7, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 13988648}, 'statistics': {'Evaluated': 12999, 'BankSize': 2819, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 9}}]","[""_arg_0.split('_')[_arg_1 - 1]""]",3,2
DelimitedStringConcat,0.063251,a2 + a0.join(a1),,0,tasks/benchmarks/fromSobeq/may/FrAngel/DelimitedStringConcat.sy,https://github.com/kensens/FrAngel/blob/master/src/frangel/benchmarks/controlstructures/DelimitedStringConcat.java,Primitive Objects,Without Side Effects,881,30.318592 MB,10488,2767,29,2,3,9,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 593366}, 'statistics': {'Evaluated': 7, 'BankSize': 7, 'FoundContextCount': 5, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 47683897}, 'statistics': {'Evaluated': 776, 'BankSize': 139, 'FoundContextCount': 24, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 14614019}, 'statistics': {'Evaluated': 9712, 'BankSize': 2628, 'FoundContextCount': 5, 'MaxMutatingOpcodes': 2, 'MaxDepth': 3, 'MaxSize': 9}}]",['a2 + a0.join(a1)'],4,3
RotateQueue,0.064054,"queue.slice(amount).concat(queue.splice(0, amount))",,1,tasks/benchmarks/fromSobeq/may/FrAngel/RotateQueue.sy,https://github.com/kensens/FrAngel/blob/master/src/frangel/benchmarks/controlstructures/RotateQueue.java,Primitive Objects,Possibly With Side Effects,880,30.879744 MB,12156,3163,25,3,3,9,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 381723}, 'statistics': {'Evaluated': 6, 'BankSize': 6, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 42489481}, 'statistics': {'Evaluated': 549, 'BankSize': 72, 'FoundContextCount': 21, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 20881850}, 'statistics': {'Evaluated': 11607, 'BankSize': 3091, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 3, 'MaxDepth': 3, 'MaxSize': 9}}]","['queue.slice(amount).concat(queue.slice(0, amount))', 'queue.splice(amount,queue.length).concat(queue)', 'queue.splice(amount).concat(queue)', 'queue.concat(queue.splice(0,amount))']",3,2
abcd,0.065875,"(a + "" "") + (c + d)",,0,tasks/benchmarks/fromFrangel/other/abcd.sy,https://github.com/kensens/FrAngel/blob/master/src/frangel/benchmarks/other/ABCD.java,Primitive,Without Side Effects,882,31.420416 MB,27636,5193,40,1,3,9,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 386763}, 'statistics': {'Evaluated': 8, 'BankSize': 8, 'FoundContextCount': 6, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 43957412}, 'statistics': {'Evaluated': 1238, 'BankSize': 144, 'FoundContextCount': 34, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 21005344}, 'statistics': {'Evaluated': 26398, 'BankSize': 5049, 'FoundContextCount': 6, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 9}}]",['a + b + c + d'],1,4
elasticsearch_convert,0.06877,"DistanceUnit.convert(distance, from, to)",,0,tasks/benchmarks/fromFrangel/github/elasticsearch_convert.sy,https://github.com/kensens/FrAngel/blob/master/src/frangel/benchmarks/github/ElasticSearchConvert.java,Full OOP,Without Side Effects,1185,37.625856 MB,1429,216,5,1,2,4,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 1748695}, 'statistics': {'Evaluated': 16, 'BankSize': 16, 'FoundContextCount': 5, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 66844067}, 'statistics': {'Evaluated': 1413, 'BankSize': 200, 'FoundContextCount': 0, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}]","['DistanceUnit.convert(distance, from, to)']",3,3
sypet_03_findRoots,0.072154,findRoots(func.real_coeffs()),,0,tasks/benchmarks/fromFrangel/sypet/sypet_03_findRoots.sy,https://github.com/kensens/FrAngel/blob/master/src/frangel/benchmarks/sypet/SyPet_03_findRoots.java,Full OOP,Without Side Effects,1532,35.96288 MB,3140,41,2,0,3,10,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 1990714}, 'statistics': {'Evaluated': 5, 'BankSize': 5, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 58746353}, 'statistics': {'Evaluated': 261, 'BankSize': 20, 'FoundContextCount': 0, 'MaxMutatingOpcodes': 0, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 11242513}, 'statistics': {'Evaluated': 2879, 'BankSize': 21, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 3, 'MaxSize': 10}}]",['findRoots(func.real_coeffs())'],2,1
binary_search_tree_get,0.072557,tree.right.value,,0,tasks/benchmarks/new_ruse/binary_search_tree/binary_search_tree_get.sy,,Full OOP,Without Side Effects,1181,35.811328 MB,1191,97,4,2,3,8,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 1260618}, 'statistics': {'Evaluated': 5, 'BankSize': 5, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 49862441}, 'statistics': {'Evaluated': 271, 'BankSize': 23, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 21196915}, 'statistics': {'Evaluated': 920, 'BankSize': 74, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 2, 'MaxDepth': 3, 'MaxSize': 8}}]",['tree.right.value'],2,1
sypet_04_evaluate,0.088603,new SingularValueDecomposition(mat),,0,tasks/benchmarks/fromFrangel/sypet/sypet_04_evaluate.sy,https://github.com/kensens/FrAngel/blob/master/src/frangel/benchmarks/sypet/SyPet_04_evaluate.java,Full OOP,Without Side Effects,2504,37.842944 MB,30,19,2,0,2,2,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 29087883}, 'statistics': {'Evaluated': 8, 'BankSize': 8, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 59289338}, 'statistics': {'Evaluated': 22, 'BankSize': 11, 'FoundContextCount': 0, 'MaxMutatingOpcodes': 0, 'MaxDepth': 2, 'MaxSize': 2}}]",['new SingularValueDecomposition(mat)'],1,1
binary_search_tree_unlink_leaf,0.09101,tree.right.unlink_leaf(),,1,tasks/benchmarks/new_ruse/binary_search_tree/binary_search_tree_unlink_leaf.sy,,Full OOP,With Side Effects,1181,35.81952 MB,463,71,4,2,3,7,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 4428773}, 'statistics': {'Evaluated': 5, 'BankSize': 5, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 60558629}, 'statistics': {'Evaluated': 271, 'BankSize': 21, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 25535379}, 'statistics': {'Evaluated': 192, 'BankSize': 50, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 2, 'MaxDepth': 3, 'MaxSize': 7}}]",['tree.right.unlink_leaf()'],1,1
sypet_02_getInnerProduct,0.091789,vec1.dot(vec2),,0,tasks/benchmarks/fromFrangel/sypet/sypet_02_getInnerProduct.sy,https://github.com/kensens/FrAngel/blob/master/src/frangel/benchmarks/sypet/SyPet_02_getInnerProduct.java,Full OOP,Without Side Effects,2503,37.842944 MB,198,45,4,0,2,3,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 27979731}, 'statistics': {'Evaluated': 9, 'BankSize': 9, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 63326426}, 'statistics': {'Evaluated': 189, 'BankSize': 36, 'FoundContextCount': 0, 'MaxMutatingOpcodes': 0, 'MaxDepth': 2, 'MaxSize': 3}}]","['vec1.transpose().mmul(vec2)', 'vec1.dot(vec2)']",1,2
phone-5-longmodified,0.094061,"(_arg_0 + ""+"").slice(1, _arg_0.indexOf("" ""))",,0,tasks/benchmarks/fromSobeq/may/probe/phone-5-longmodified.sy,,Primitive,Without Side Effects,880,30.470144 MB,26789,1840,5,1,3,11,"[' ', '+', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 387809}, 'statistics': {'Evaluated': 6, 'BankSize': 6, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 47875253}, 'statistics': {'Evaluated': 512, 'BankSize': 56, 'FoundContextCount': 3, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 45477885}, 'statistics': {'Evaluated': 26277, 'BankSize': 1784, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 11}}]","[""_arg_0.slice(1,_arg_0.indexOf(' '))"", ""_arg_0.split(' ')[0].replace('+', '')""]",3,1
leetcode-arraypermutations-mut,0.103114,"ans.sort((a, b)=>a - b).concat(nums[n])",,0,tasks/benchmarks/fromSobeq/may/sobeq-new/leetcode-arraypermutations-mut.sy,https://leetcode.com/problems/build-array-from-permutation/,Primitive Objects,With Side Effects,881,28.85632 MB,19453,6635,36,3,3,9,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 557672}, 'statistics': {'Evaluated': 7, 'BankSize': 7, 'FoundContextCount': 5, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 51989683}, 'statistics': {'Evaluated': 787, 'BankSize': 108, 'FoundContextCount': 31, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 50028737}, 'statistics': {'Evaluated': 18666, 'BankSize': 6527, 'FoundContextCount': 5, 'MaxMutatingOpcodes': 3, 'MaxDepth': 3, 'MaxSize': 9}}]","['ans.push(nums[n]); ans', 'ans.concat(nums.splice(n,1))']",4,3
get_range_loopy_for,0.106635,"out.sort((a, b)=>a - b).push(start + i)",,1,tasks/benchmarks/fromSobeq/must/LooPy/get_range_loopy_for.sy,https://github.com/KasraF/SnippySynthesizer/blob/loopy/src/test/resources/frangel_control/get_range_loopy.examples.json,Primitive Objects,With Side Effects,882,28.663808 MB,31001,9461,29,2,3,9,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 580446}, 'statistics': {'Evaluated': 8, 'BankSize': 8, 'FoundContextCount': 6, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 53279958}, 'statistics': {'Evaluated': 1153, 'BankSize': 100, 'FoundContextCount': 23, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 52510233}, 'statistics': {'Evaluated': 29848, 'BankSize': 9361, 'FoundContextCount': 6, 'MaxMutatingOpcodes': 2, 'MaxDepth': 3, 'MaxSize': 9}}]",['out.push(start + i)'],5,4
get-first-name-from-name-with-commamodified,0.107219,"_arg_0.split("","").at(-_arg_1)",,0,tasks/benchmarks/fromSobeq/may/probe/get-first-name-from-name-with-commamodified.sy,https=//exceljet.net/formula/get-first-name-from-name-with-comma,Primitive,Without Side Effects,881,28.381184 MB,58335,3927,11,1,3,9,"[' ', ',', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 408013}, 'statistics': {'Evaluated': 7, 'BankSize': 7, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 42859493}, 'statistics': {'Evaluated': 771, 'BankSize': 84, 'FoundContextCount': 7, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 63649737}, 'statistics': {'Evaluated': 57564, 'BankSize': 3843, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 9}}]","[""_arg_0.split(',')[2 - _arg_1]""]",3,2
leetcode-arraypermutation,0.116649,"ans.sort((a, b)=>a - b).concat(nums[n])",,0,tasks/benchmarks/fromSobeq/may/sobeq-new/leetcode-arraypermutation.sy,https://leetcode.com/problems/build-array-from-permutation/,Primitive Objects,With Side Effects,881,28.921856 MB,21801,7715,38,3,3,9,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 577944}, 'statistics': {'Evaluated': 7, 'BankSize': 7, 'FoundContextCount': 5, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 52318899}, 'statistics': {'Evaluated': 797, 'BankSize': 112, 'FoundContextCount': 33, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 63366031}, 'statistics': {'Evaluated': 21004, 'BankSize': 7603, 'FoundContextCount': 5, 'MaxMutatingOpcodes': 3, 'MaxDepth': 3, 'MaxSize': 9}}]","['ans.append(nums[n]); ans', 'ans.concat(nums.splice(n,1))']",4,3
rotate_queue,0.117324,inp.push(inp.shift()),,2,tasks/benchmarks/fromSobeq/must/LooPy/rotate_queue.sy,https://github.com/KasraF/SnippySynthesizer/blob/loopy/src/test/resources/frangel_control/rotate_queue.examples.json,Primitive Objects,With Side Effects,880,28.790784 MB,41612,3378,17,2,3,10,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 615860}, 'statistics': {'Evaluated': 6, 'BankSize': 6, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 45216415}, 'statistics': {'Evaluated': 517, 'BankSize': 69, 'FoundContextCount': 13, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 71149914}, 'statistics': {'Evaluated': 41095, 'BankSize': 3309, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 2, 'MaxDepth': 3, 'MaxSize': 10}}]",['inp.push(inp.shift())'],4,2
extract-text-between-parenthesesmodified,0.130362,"_arg_0.replaceAll(""<"", """").slice(_arg_0.indexOf(""<""), -1)",,0,tasks/benchmarks/fromSobeq/may/probe/extract-text-between-parenthesesmodified.sy,https=//exceljet.net/formula/extract-text-between-parentheses,Primitive,Without Side Effects,881,28.463104 MB,77754,5055,6,1,3,11,"['>', ' ', '<', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 456173}, 'statistics': {'Evaluated': 7, 'BankSize': 7, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 44029035}, 'statistics': {'Evaluated': 783, 'BankSize': 82, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 85588810}, 'statistics': {'Evaluated': 76971, 'BankSize': 4973, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 11}}]","[""_arg_0.slice(1).slice(_arg_0.indexOf('<'), -1)"", ""(_arg_0.split(' ').slice(-1)[0]).replaceAll('<', '').replaceAll('>', '')""]",3,1
set_subtree,0.141949,"tree2.value, tree1.right = tree2, tree2.inc_value()",,2,tasks/benchmarks/new_ruse/simple/set_subtree.sy,,Full OOP,With Side Effects,1180,35.745792 MB,11039,733,14,1,3,9,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 3687220}, 'statistics': {'Evaluated': 6, 'BankSize': 6, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 70825022}, 'statistics': {'Evaluated': 432, 'BankSize': 50, 'FoundContextCount': 10, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 67203770}, 'statistics': {'Evaluated': 10607, 'BankSize': 683, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 9}}]","['tree1.right = tree2; tree2.inc_value()', 'tree2.inc_value(); tree1.right = tree2;']",1,2
leetcode-setdelete,0.160741,s2.delete(nums[i]),,1,tasks/benchmarks/fromSobeq/must/sobeq-new/leetcode-setdelete.sy,https://leetcode.com/problems/find-the-difference-of-two-arrays/solutions/4245879/solution-with-javascript-using-set-beats-95/?source=post_page-----5913b3410828--------------------------------,Primitive Objects,With Side Effects,881,29.822976 MB,90525,6429,29,3,3,9,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 366810}, 'statistics': {'Evaluated': 7, 'BankSize': 7, 'FoundContextCount': 5, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 42783101}, 'statistics': {'Evaluated': 717, 'BankSize': 84, 'FoundContextCount': 24, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 117318941}, 'statistics': {'Evaluated': 89808, 'BankSize': 6345, 'FoundContextCount': 5, 'MaxMutatingOpcodes': 3, 'MaxDepth': 3, 'MaxSize': 9}}]",['s2.delete(nums[i])'],3,3
sypet_08_predict,0.202928,(new LinearRegression(data)).predict(value),,0,tasks/benchmarks/fromFrangel/sypet/sypet_08_predict.sy,https://github.com/kensens/FrAngel/blob/master/src/frangel/benchmarks/sypet/SyPet_08_predict.java,Full OOP,Without Side Effects,3717,37.994496 MB,42433,1703,8,1,3,11,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 497953}, 'statistics': {'Evaluated': 6, 'BankSize': 6, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 83870656}, 'statistics': {'Evaluated': 349, 'BankSize': 41, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 118328959}, 'statistics': {'Evaluated': 42084, 'BankSize': 1662, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 11}}]",['linear_regression(data).predict(value)'],2,2
